,Item Name,Date,Average Price,Total Trade Volume,High Price Trade Volume,Low Price Trade Volume,Average High Price,Average Low Price,,
3542,Hydra bones,2023-03-24 2:35,6814.7259,861,671,190,6839,6729,,
3543,Hydra bones,2023-03-24 2:40,6729,44,0,44,,6729,,
3544,Hydra bones,2023-03-24 2:45,6701.568352,6130,52,6078,6768,6701,,
3545,Hydra bones,2023-03-24 2:50,6700,16,0,16,,6700,,
3546,Hydra bones,2023-03-24 2:55,6700,84,0,84,,6700,,
3547,Hydra bones,2023-03-24 3:00,6992.133333,570,532,38,7013,6700,,
3548,Hydra bones,2023-03-24 3:05,6700,49,0,49,,6700,,
3549,Hydra bones,2023-03-24 3:10,6712.844444,180,34,146,6768,6700,,
3550,Hydra bones,2023-03-24 3:15,6702,206,0,206,,6702,,
3551,Hydra bones,2023-03-24 3:20,6745.183099,71,35,36,6768,6723,,
3552,Hydra bones,2023-03-24 3:25,6746.666667,354,142,212,6782,6723,,
3553,Hydra bones,2023-03-24 3:30,6727,28,0,28,,6727,,
3554,Hydra bones,2023-03-24 3:35,7057.100158,7598,7059,539,7082,6731,,
3555,Hydra bones,2023-03-24 3:40,6735,31,0,31,,6735,,
3556,Hydra bones,2023-03-24 3:45,6728,132,0,132,,6728,,
3557,Hydra bones,2023-03-24 3:50,6727,15,0,15,,6727,,
3558,Hydra bones,2023-03-24 3:55,6723,382,0,382,,6723,,
3559,Hydra bones,2023-03-24 4:00,6723,41,0,41,,6723,,
3560,Hydra bones,2023-03-24 4:05,6733.125,64,17,47,6739,6731,,
3561,Hydra bones,2023-03-24 4:10,6739.386667,600,8,592,6768,6739,,
3562,Hydra bones,2023-03-24 4:15,6739,231,0,231,,6739,,
3563,Hydra bones,2023-03-24 4:20,6739,56,0,56,,6739,,
3564,Hydra bones,2023-03-24 4:25,6725,200,0,200,,6725,,
3565,Hydra bones,2023-03-24 4:30,6723,13,0,13,,6723,,
3566,Hydra bones,2023-03-24 4:35,6809.566568,676,421,255,6862,6723,,
3567,Hydra bones,2023-03-24 4:40,6935.98524,271,82,189,6959,6926,,
3568,Hydra bones,2023-03-24 4:45,6952.855615,748,152,596,6768,7000,,
3569,Hydra bones,2023-03-24 4:50,6723,149,0,149,,6723,,
3570,Hydra bones,2023-03-24 4:55,6723,202,0,202,,6723,,
3571,Hydra bones,2023-03-24 5:00,7025.578125,6720,6455,265,7038,6723,,
3572,Hydra bones,2023-03-24 5:05,6728.366492,191,7,184,6738,6728,,
3573,Hydra bones,2023-03-24 5:10,6738,141,0,141,,6738,,
3574,Hydra bones,2023-03-24 5:15,6738,490,0,490,,6738,,
3575,Hydra bones,2023-03-24 5:20,6738,360,0,360,,6738,,
3576,Hydra bones,2023-03-24 5:25,6738,71,0,71,,6738,,
3577,Hydra bones,2023-03-24 5:30,6738,246,0,246,,6738,,
3578,Hydra bones,2023-03-24 5:35,6738,98,0,98,,6738,,
3579,Hydra bones,2023-03-24 5:40,6772.059072,237,163,74,6768,6781,,
3580,Hydra bones,2023-03-24 5:45,6738,4,0,4,,6738,,
3581,Hydra bones,2023-03-24 5:50,6738,58,0,58,,6738,,
3582,Hydra bones,2023-03-24 5:55,6738,40,0,40,,6738,,
3583,Hydra bones,2023-03-24 6:00,6738,549,0,549,,6738,,
3584,Hydra bones,2023-03-24 6:05,6738,60,0,60,,6738,,
3585,Hydra bones,2023-03-24 6:10,6738,384,0,384,,6738,,
3586,Hydra bones,2023-03-24 6:15,6738,96,0,96,,6738,,
3587,Hydra bones,2023-03-24 6:20,6738,124,0,124,,6738,,
3588,Hydra bones,2023-03-24 6:25,6738,50,0,50,,6738,,
3589,Hydra bones,2023-03-24 6:30,6738,440,0,440,,6738,,
3590,Hydra bones,2023-03-24 6:35,6738,256,0,256,,6738,,
3591,Hydra bones,2023-03-24 6:40,6738,91,0,91,,6738,,
3592,Hydra bones,2023-03-24 6:45,6738.484848,198,8,190,6750,6738,,
3593,Hydra bones,2023-03-24 6:50,6738,298,0,298,,6738,,
3594,Hydra bones,2023-03-24 6:55,6738,196,0,196,,6738,,
3595,Hydra bones,2023-03-24 7:00,6738,164,0,164,,6738,,
3596,Hydra bones,2023-03-24 7:05,6784,518,518,0,6784,,,
3597,Hydra bones,2023-03-24 7:10,6804.557692,52,25,27,6803,6806,,
3598,Hydra bones,2023-03-24 7:15,6912,341,0,341,,6912,,
3599,Hydra bones,2023-03-24 7:20,6803,246,0,246,,6803,,
3600,Hydra bones,2023-03-24 7:25,6803,190,0,190,,6803,,
3601,Hydra bones,2023-03-24 7:30,6806,215,0,215,,6806,,
3602,Hydra bones,2023-03-24 7:35,7106.767409,3547,3428,119,7117,6812,,
3603,Hydra bones,2023-03-24 7:40,6819,681,0,681,,6819,,
3604,Hydra bones,2023-03-24 7:45,6805,3682,0,3682,,6805,,
3605,Hydra bones,2023-03-24 7:50,6800,407,0,407,,6800,,
3606,Hydra bones,2023-03-24 7:55,6803,200,0,200,,6803,,
3607,Hydra bones,2023-03-24 8:00,6803,157,0,157,,6803,,
3608,Hydra bones,2023-03-24 8:05,6976.784601,1091,1002,89,6990,6828,,
3609,Hydra bones,2023-03-24 8:10,6989.56,2125,1488,637,7066,6811,,
3610,Hydra bones,2023-03-24 8:15,7096,130,117,13,7124,6844,,
3611,Hydra bones,2023-03-24 8:20,7125,60,0,60,,7125,,
3612,Hydra bones,2023-03-24 8:25,7125,183,0,183,,7125,,
3613,Hydra bones,2023-03-24 8:30,7125,25,0,25,,7125,,
3614,Hydra bones,2023-03-24 8:35,7126,158,0,158,,7126,,
3615,Hydra bones,2023-03-24 8:40,7126,220,0,220,,7126,,
3616,Hydra bones,2023-03-24 8:45,7126,134,0,134,,7126,,
3617,Hydra bones,2023-03-24 8:50,7125,760,0,760,,7125,,
3618,Hydra bones,2023-03-24 8:55,7125,306,0,306,,7125,,
3619,Hydra bones,2023-03-24 9:00,7125,199,0,199,,7125,,
3620,Hydra bones,2023-03-24 9:05,7125,43,0,43,,7125,,
3621,Hydra bones,2023-03-24 9:10,7281.007067,3113,1766,1347,7400,7125,,
3622,Hydra bones,2023-03-24 9:15,7129,157,0,157,,7129,,
3623,Hydra bones,2023-03-24 9:20,7132.942462,7369,53,7316,7125,7133,,
3624,Hydra bones,2023-03-24 9:25,7125,19,0,19,,7125,,
3625,Hydra bones,2023-03-24 9:30,6872.490962,1383,40,1343,7124,6865,,
3626,Hydra bones,2023-03-24 9:35,6898.305882,170,1,169,7119,6897,,
3627,Hydra bones,2023-03-24 9:40,6901,140,0,140,,6901,,
3628,Hydra bones,2023-03-24 9:45,6901,84,0,84,,6901,,
3629,Hydra bones,2023-03-24 9:50,6900,36,0,36,,6900,,
3630,Hydra bones,2023-03-24 9:55,6901,318,0,318,,6901,,
3631,Hydra bones,2023-03-24 10:00,6905,137,0,137,,6905,,
3632,Hydra bones,2023-03-24 10:05,6800,2,0,2,,6800,,
3633,Hydra bones,2023-03-24 10:10,6801,133,0,133,,6801,,
3634,Hydra bones,2023-03-24 10:15,6800,55,0,55,,6800,,
3635,Hydra bones,2023-03-24 10:20,6921.705426,387,150,237,7114,6800,,
3636,Hydra bones,2023-03-24 10:25,6804,66,0,66,,6804,,
3637,Hydra bones,2023-03-24 10:30,6806,410,0,410,,6806,,
3638,Hydra bones,2023-03-24 10:35,6813,33,0,33,,6813,,
3639,Hydra bones,2023-03-24 10:40,6814,32,32,0,6814,,,
3640,Hydra bones,2023-03-24 10:45,6802,170,0,170,,6802,,
3641,Hydra bones,2023-03-24 10:50,6808.092486,173,140,33,6810,6800,,
3642,Hydra bones,2023-03-24 10:55,6919.760396,505,197,308,7107,6800,,
3643,Hydra bones,2023-03-24 11:00,6807,65,0,65,,6807,,
3644,Hydra bones,2023-03-24 11:05,7104.206864,1049,1005,44,7117,6812,,
3645,Hydra bones,2023-03-24 11:10,6816,9,0,9,,6816,,
3646,Hydra bones,2023-03-24 11:15,6819,854,0,854,,6819,,
3647,Hydra bones,2023-03-24 11:20,6937.844106,263,100,163,7112,6831,,
3648,Hydra bones,2023-03-24 11:25,6833,45,0,45,,6833,,
3649,Hydra bones,2023-03-24 11:30,6835,353,0,353,,6835,,
3650,Jogre bones,2023-03-23 5:10,1180,1,1,0,1180,,,
3651,Jogre bones,2023-03-23 5:15,1180,1,1,0,1180,,,
3652,Jogre bones,2023-03-23 5:20,1180,1,1,0,1180,,,
3653,Jogre bones,2023-03-23 5:25,1180,1,1,0,1180,,,
3654,Jogre bones,2023-03-23 5:30,1180,1,1,0,1180,,,
3655,Jogre bones,2023-03-23 5:35,1180,1,1,0,1180,,,
3656,Jogre bones,2023-03-23 5:40,1180,2,2,0,1180,,,
3657,Jogre bones,2023-03-23 5:45,1065.5,2,1,1,1180,951,,
3658,Jogre bones,2023-03-23 5:50,1180,1,1,0,1180,,,
3659,Jogre bones,2023-03-23 5:55,1180,1,1,0,1180,,,
3660,Jogre bones,2023-03-23 6:00,1180,1,1,0,1180,,,
3661,Jogre bones,2023-03-23 6:05,1180,1,1,0,1180,,,
3662,Jogre bones,2023-03-23 6:10,1180,2,2,0,1180,,,
3663,Jogre bones,2023-03-23 6:15,1180,1,1,0,1180,,,
3664,Jogre bones,2023-03-23 6:20,1180,1,1,0,1180,,,
3665,Jogre bones,2023-03-23 6:25,1180,3,3,0,1180,,,
3666,Jogre bones,2023-03-23 6:30,1180,2,2,0,1180,,,
3667,Jogre bones,2023-03-23 6:35,1180,2,2,0,1180,,,
3668,Jogre bones,2023-03-23 6:40,1122.75,4,3,1,1180,951,,
3669,Jogre bones,2023-03-23 6:45,1180,1,1,0,1180,,,
3670,Jogre bones,2023-03-23 6:50,1000,2,2,0,1000,,,
3671,Jogre bones,2023-03-23 6:55,1074,5,5,0,1074,,,
3672,Jogre bones,2023-03-23 7:00,1103.666667,3,2,1,1180,951,,
3673,Jogre bones,2023-03-23 7:05,1180,1,1,0,1180,,,
3674,Jogre bones,2023-03-23 7:10,1180,1,1,0,1180,,,
3675,Jogre bones,2023-03-23 7:15,1180,1,1,0,1180,,,
3676,Jogre bones,2023-03-23 7:20,1180,1,1,0,1180,,,
3677,Jogre bones,2023-03-23 7:25,1180,2,2,0,1180,,,
3678,Jogre bones,2023-03-23 7:30,1180,1,1,0,1180,,,
3679,Jogre bones,2023-03-23 7:35,1180,1,1,0,1180,,,
3680,Jogre bones,2023-03-23 7:40,1180,2,2,0,1180,,,
3681,Jogre bones,2023-03-23 7:45,1180,2,2,0,1180,,,
3682,Jogre bones,2023-03-23 7:50,1180,2,2,0,1180,,,
3683,Jogre bones,2023-03-23 7:55,1180,1,1,0,1180,,,
3684,Jogre bones,2023-03-23 8:00,1180,1,1,0,1180,,,
3685,Jogre bones,2023-03-23 8:05,1180,2,2,0,1180,,,
3686,Jogre bones,2023-03-23 8:10,1180,1,1,0,1180,,,
3687,Jogre bones,2023-03-23 8:15,1122.75,4,3,1,1180,951,,
3688,Jogre bones,2023-03-23 8:20,1180,3,3,0,1180,,,
3689,Jogre bones,2023-03-23 8:25,1088.4,5,3,2,1180,951,,
3690,Jogre bones,2023-03-23 8:30,1180,1,1,0,1180,,,
3691,Jogre bones,2023-03-23 8:35,1180,1,1,0,1180,,,
3692,Jogre bones,2023-03-23 8:40,1180,1,1,0,1180,,,
3693,Jogre bones,2023-03-23 8:45,1180,2,2,0,1180,,,
3694,Jogre bones,2023-03-23 8:50,1058.666667,6,2,4,1180,998,,
3695,Jogre bones,2023-03-23 8:55,1180,1,1,0,1180,,,
3696,Jogre bones,2023-03-23 9:00,998,2,0,2,,998,,
3697,Jogre bones,2023-03-23 9:05,1180,2,2,0,1180,,,
3698,Jogre bones,2023-03-23 9:10,1058.666667,3,1,2,1180,998,,
3699,Jogre bones,2023-03-23 9:15,1180,2,2,0,1180,,,
3700,Jogre bones,2023-03-23 9:20,1180,2,2,0,1180,,,
3701,Jogre bones,2023-03-23 9:25,1180,4,4,0,1180,,,
3702,Jogre bones,2023-03-23 9:30,1180,1,1,0,1180,,,
3703,Jogre bones,2023-03-23 9:35,1180,1,1,0,1180,,,
3704,Jogre bones,2023-03-23 9:40,1180,1,1,0,1180,,,
3705,Jogre bones,2023-03-23 9:45,1180,2,2,0,1180,,,
3706,Jogre bones,2023-03-23 9:50,1089,2,1,1,1180,998,,
3707,Jogre bones,2023-03-23 9:55,1180,3,3,0,1180,,,
3708,Jogre bones,2023-03-23 10:00,1180,1,1,0,1180,,,
3709,Jogre bones,2023-03-23 10:05,1180,2,2,0,1180,,,
3710,Jogre bones,2023-03-23 10:10,1180,1,1,0,1180,,,
3711,Jogre bones,2023-03-23 10:15,1126,3,1,2,1180,1099,,
3712,Jogre bones,2023-03-23 10:20,1065.5,2,1,1,1180,951,,
3713,Jogre bones,2023-03-23 10:25,951,2,0,2,,951,,
3714,Jogre bones,2023-03-23 10:30,1180,1,1,0,1180,,,
3715,Jogre bones,2023-03-23 10:35,1180,3,3,0,1180,,,
3716,Jogre bones,2023-03-23 10:40,1105.333333,9,3,6,1180,1068,,
3717,Jogre bones,2023-03-23 10:45,1180,1,1,0,1180,,,
3718,Jogre bones,2023-03-23 10:50,1180,2,2,0,1180,,,
3719,Jogre bones,2023-03-23 10:55,1180,3,3,0,1180,,,
3720,Jogre bones,2023-03-23 11:00,1180,5,5,0,1180,,,
3721,Jogre bones,2023-03-23 11:05,983.7142857,7,1,6,1180,951,,
3722,Jogre bones,2023-03-23 11:10,1180,2,2,0,1180,,,
3723,Jogre bones,2023-03-23 11:15,1180,3,3,0,1180,,,
3724,Jogre bones,2023-03-23 11:20,1008.25,8,2,6,1180,951,,
3725,Jogre bones,2023-03-23 11:25,1180,1,1,0,1180,,,
3726,Jogre bones,2023-03-23 11:30,1180,1,1,0,1180,,,
3727,Jogre bones,2023-03-23 11:35,1180,1,1,0,1180,,,
3728,Jogre bones,2023-03-23 11:40,1180,1,1,0,1180,,,
3729,Jogre bones,2023-03-23 11:45,1122.75,4,3,1,1180,951,,
3730,Jogre bones,2023-03-23 11:50,1180,1,1,0,1180,,,
3731,Jogre bones,2023-03-23 11:55,1180,2,2,0,1180,,,
3732,Jogre bones,2023-03-23 12:00,1180,2,2,0,1180,,,
3733,Jogre bones,2023-03-23 12:05,1180,2,2,0,1180,,,
3734,Jogre bones,2023-03-23 12:10,1180,2,2,0,1180,,,
3735,Jogre bones,2023-03-23 12:15,1180,2,2,0,1180,,,
3736,Jogre bones,2023-03-23 12:20,1180,1,1,0,1180,,,
3737,Jogre bones,2023-03-23 12:25,1180,1,1,0,1180,,,
3738,Jogre bones,2023-03-23 12:30,951,1,0,1,,951,,
3739,Jogre bones,2023-03-23 12:35,1099,4,4,0,1099,,,
3740,Jogre bones,2023-03-23 12:40,1000.333333,3,1,2,1099,951,,
3741,Jogre bones,2023-03-23 12:45,1099,1,1,0,1099,,,
3742,Jogre bones,2023-03-23 12:50,1160,4,4,0,1160,,,
3743,Jogre bones,2023-03-23 12:55,1099,2,2,0,1099,,,
3744,Jogre bones,2023-03-23 13:00,1140,2,2,0,1140,,,
3745,Jogre bones,2023-03-23 13:05,1180,1,1,0,1180,,,
3746,Jogre bones,2023-03-23 13:10,1180,2,2,0,1180,,,
3747,Jogre bones,2023-03-23 13:15,1180,2,2,0,1180,,,
3748,Jogre bones,2023-03-23 13:20,1180,1,1,0,1180,,,
3749,Jogre bones,2023-03-23 13:25,1180,1,1,0,1180,,,
3750,Jogre bones,2023-03-23 13:30,1180,2,2,0,1180,,,
3751,Jogre bones,2023-03-23 13:35,1180,1,1,0,1180,,,
3752,Jogre bones,2023-03-23 13:40,1042.6,10,4,6,1180,951,,
3753,Jogre bones,2023-03-23 13:45,1180,3,3,0,1180,,,
3754,Jogre bones,2023-03-23 13:50,1180,5,5,0,1180,,,
3755,Jogre bones,2023-03-23 13:55,951,1,0,1,,951,,
3756,Jogre bones,2023-03-23 14:00,1180,1,1,0,1180,,,
3757,Jogre bones,2023-03-23 14:05,1180,2,2,0,1180,,,
3758,Jogre bones,2023-03-23 14:10,1180,2,2,0,1180,,,
3759,Jogre bones,2023-03-23 14:15,1045,2,2,0,1045,,,
3760,Jogre bones,2023-03-23 14:20,1045,1,1,0,1045,,,
3761,Jogre bones,2023-03-23 14:25,998,4,2,2,1045,951,,
3762,Jogre bones,2023-03-23 14:30,1180,2,2,0,1180,,,
3763,Jogre bones,2023-03-23 14:35,1180,1,1,0,1180,,,
3764,Jogre bones,2023-03-23 14:40,1180,2,2,0,1180,,,
3765,Jogre bones,2023-03-23 14:45,1180,3,3,0,1180,,,
3766,Jogre bones,2023-03-23 14:50,1180,2,2,0,1180,,,
3767,Jogre bones,2023-03-23 14:55,1180,2,2,0,1180,,,
3768,Jogre bones,2023-03-23 15:00,951,2,0,2,,951,,
3769,Jogre bones,2023-03-23 15:05,1099,2,2,0,1099,,,
3770,Jogre bones,2023-03-23 15:10,1099,2,2,0,1099,,,
3771,Jogre bones,2023-03-23 15:15,1180,3,3,0,1180,,,
3772,Jogre bones,2023-03-23 15:20,1180,4,4,0,1180,,,
3773,Jogre bones,2023-03-23 15:25,1180,3,3,0,1180,,,
3774,Jogre bones,2023-03-23 15:30,1180,1,1,0,1180,,,
3775,Jogre bones,2023-03-23 15:35,1180,1,1,0,1180,,,
3776,Jogre bones,2023-03-23 15:40,1180,3,3,0,1180,,,
3777,Jogre bones,2023-03-23 15:45,1052,10,6,4,1028,1088,,
3778,Jogre bones,2023-03-23 15:50,987.5555556,9,7,2,998,951,,
3779,Jogre bones,2023-03-23 15:55,998,1,1,0,998,,,
3780,Jogre bones,2023-03-23 16:00,998,2,2,0,998,,,
3781,Jogre bones,2023-03-23 16:05,998,4,4,0,998,,,
3782,Jogre bones,2023-03-23 16:10,998,1,1,0,998,,,
3783,Jogre bones,2023-03-23 16:15,951,1,0,1,,951,,
3784,Jogre bones,2023-03-23 16:20,951,1,0,1,,951,,
3785,Jogre bones,2023-03-23 16:25,1103.666667,3,2,1,1180,951,,
3786,Jogre bones,2023-03-23 16:30,1180,1,1,0,1180,,,
3787,Jogre bones,2023-03-23 16:35,973.9,10,1,9,1180,951,,
3788,Jogre bones,2023-03-23 16:40,951,1,0,1,,951,,
3789,Jogre bones,2023-03-23 16:45,951,3,0,3,,951,,
3790,Jogre bones,2023-03-23 16:50,1180,2,2,0,1180,,,
3791,Jogre bones,2023-03-23 16:55,1180,1,1,0,1180,,,
3792,Jogre bones,2023-03-23 17:00,1180,3,3,0,1180,,,
3793,Jogre bones,2023-03-23 17:05,1180,2,2,0,1180,,,
3794,Jogre bones,2023-03-23 17:10,1180,4,4,0,1180,,,
3795,Jogre bones,2023-03-23 17:15,1180,4,4,0,1180,,,
3796,Jogre bones,2023-03-23 17:20,1180,2,2,0,1180,,,
3797,Jogre bones,2023-03-23 17:25,1008.25,4,1,3,1180,951,,
3798,Jogre bones,2023-03-23 17:30,1180,1,1,0,1180,,,
3799,Jogre bones,2023-03-23 17:35,1180,2,2,0,1180,,,
3800,Jogre bones,2023-03-23 17:40,1180,1,1,0,1180,,,
3801,Jogre bones,2023-03-23 17:45,1180,1,1,0,1180,,,
3802,Jogre bones,2023-03-23 17:50,1065.5,4,2,2,1180,951,,
3803,Jogre bones,2023-03-23 17:55,1008.25,4,1,3,1180,951,,
3804,Jogre bones,2023-03-23 18:00,951,5,0,5,,951,,
3805,Jogre bones,2023-03-23 18:05,951,2,0,2,,951,,
3806,Jogre bones,2023-03-23 18:10,1180,1,1,0,1180,,,
3807,Jogre bones,2023-03-23 18:15,1122.75,4,3,1,1180,951,,
3808,Jogre bones,2023-03-23 18:20,951,1,0,1,,951,,
3809,Jogre bones,2023-03-23 18:25,1180,1,1,0,1180,,,
3810,Jogre bones,2023-03-23 18:30,1030.375,8,1,7,1180,1009,,
3811,Jogre bones,2023-03-23 18:35,1180,4,4,0,1180,,,
3812,Jogre bones,2023-03-23 18:40,1180,1,1,0,1180,,,
3813,Jogre bones,2023-03-23 18:45,951,1,0,1,,951,,
3814,Jogre bones,2023-03-23 18:50,1065.5,2,1,1,1180,951,,
3815,Jogre bones,2023-03-23 18:55,1180,1,1,0,1180,,,
3816,Jogre bones,2023-03-23 19:00,1180,1,1,0,1180,,,
3817,Jogre bones,2023-03-23 19:05,1180,1,1,0,1180,,,
3818,Jogre bones,2023-03-23 19:10,1180,10,10,0,1180,,,
3819,Jogre bones,2023-03-23 19:15,1027.333333,3,1,2,1180,951,,
3820,Jogre bones,2023-03-23 19:20,951,3,0,3,,951,,
3821,Jogre bones,2023-03-23 19:25,1180,3,3,0,1180,,,
3822,Jogre bones,2023-03-23 19:30,1180,2,2,0,1180,,,
3823,Jogre bones,2023-03-23 19:35,1122.75,4,3,1,1180,951,,
3824,Jogre bones,2023-03-23 19:40,1180,1,1,0,1180,,,
3825,Jogre bones,2023-03-23 19:45,1180,1,1,0,1180,,,
3826,Jogre bones,2023-03-23 19:50,951,8,0,8,,951,,
3827,Jogre bones,2023-03-23 19:55,1180,1,1,0,1180,,,
3828,Jogre bones,2023-03-23 20:00,1103.666667,3,2,1,1180,951,,
3829,Jogre bones,2023-03-23 20:05,1180,1,1,0,1180,,,
3830,Jogre bones,2023-03-23 20:10,1180,1,1,0,1180,,,
3831,Jogre bones,2023-03-23 20:15,1180,2,2,0,1180,,,
3832,Jogre bones,2023-03-23 20:20,951,12,0,12,,951,,
3833,Jogre bones,2023-03-23 20:25,1180,2,2,0,1180,,,
3834,Jogre bones,2023-03-23 20:30,951,10,0,10,,951,,
3835,Jogre bones,2023-03-23 20:35,951,1,1,0,951,,,
3836,Jogre bones,2023-03-23 20:40,1180,2,2,0,1180,,,
3837,Jogre bones,2023-03-23 20:45,951,2,0,2,,951,,
3838,Jogre bones,2023-03-23 20:50,951,10,0,10,,951,,
3839,Jogre bones,2023-03-23 20:55,951,6,0,6,,951,,
3840,Jogre bones,2023-03-23 21:00,1065.5,2,1,1,1180,951,,
3841,Jogre bones,2023-03-23 21:05,998,2,1,1,998,998,,
3842,Jogre bones,2023-03-23 21:10,998,2,2,0,998,,,
3843,Jogre bones,2023-03-23 21:15,998,1,1,0,998,,,
3844,Jogre bones,2023-03-23 21:20,998,2,2,0,998,,,
3845,Jogre bones,2023-03-23 21:25,951,12,0,12,,951,,
3846,Jogre bones,2023-03-23 21:30,998,1,0,1,,998,,
3847,Jogre bones,2023-03-23 21:35,951,7,0,7,,951,,
3848,Jogre bones,2023-03-23 21:40,1027.333333,3,1,2,1180,951,,
3849,Jogre bones,2023-03-23 21:45,1027.333333,6,2,4,1180,951,,
3850,Jogre bones,2023-03-23 21:50,1180,1,1,0,1180,,,
3851,Jogre bones,2023-03-23 21:55,1180,2,2,0,1180,,,
3852,Jogre bones,2023-03-23 22:00,1099,1,0,1,,1099,,
3853,Jogre bones,2023-03-23 22:05,1094.125,8,5,3,1180,951,,
3854,Jogre bones,2023-03-23 22:10,1180,1,1,0,1180,,,
3855,Jogre bones,2023-03-23 22:15,1180,2,2,0,1180,,,
3856,Jogre bones,2023-03-23 22:20,951,2,0,2,,951,,
3857,Jogre bones,2023-03-23 22:25,951,1,0,1,,951,,
3858,Jogre bones,2023-03-23 22:30,1180,2,2,0,1180,,,
3859,Jogre bones,2023-03-23 22:35,1180,2,2,0,1180,,,
3860,Jogre bones,2023-03-23 22:40,1180,1,1,0,1180,,,
3861,Jogre bones,2023-03-23 22:45,1180,10,10,0,1180,,,
3862,Jogre bones,2023-03-23 22:50,1180,1,1,0,1180,,,
3863,Jogre bones,2023-03-23 22:55,1180,1,1,0,1180,,,
3864,Jogre bones,2023-03-23 23:00,1180,1,1,0,1180,,,
3865,Jogre bones,2023-03-23 23:05,1180,2,2,0,1180,,,
3866,Jogre bones,2023-03-23 23:10,1180,2,2,0,1180,,,
3867,Jogre bones,2023-03-23 23:15,951,1,0,1,,951,,
3868,Jogre bones,2023-03-23 23:20,1180,2,2,0,1180,,,
3869,Jogre bones,2023-03-23 23:25,1180,2,2,0,1180,,,
3870,Jogre bones,2023-03-23 23:30,1180,1,1,0,1180,,,
3871,Jogre bones,2023-03-23 23:35,1180,1,1,0,1180,,,
3872,Jogre bones,2023-03-23 23:40,1180,2,2,0,1180,,,
3873,Jogre bones,2023-03-23 23:45,1180,1,1,0,1180,,,
3874,Jogre bones,2023-03-23 23:50,1027.333333,3,1,2,1180,951,,
3875,Jogre bones,2023-03-23 23:55,1122.75,4,3,1,1180,951,,
3876,Jogre bones,2023-03-24 0:00,1180,2,2,0,1180,,,
3877,Jogre bones,2023-03-24 0:05,1180,4,4,0,1180,,,
3878,Jogre bones,2023-03-24 0:10,1180,1,1,0,1180,,,
3879,Jogre bones,2023-03-24 0:15,1008.25,4,1,3,1180,951,,
3880,Jogre bones,2023-03-24 0:20,1180,1,1,0,1180,,,
3881,Jogre bones,2023-03-24 0:25,983.7142857,7,1,6,1180,951,,
3882,Jogre bones,2023-03-24 0:30,1180,1,1,0,1180,,,
3883,Jogre bones,2023-03-24 0:35,1180,3,3,0,1180,,,
3884,Jogre bones,2023-03-24 0:40,1180,2,2,0,1180,,,
3885,Jogre bones,2023-03-24 0:45,1180,2,2,0,1180,,,
3886,Jogre bones,2023-03-24 0:50,1180,1,1,0,1180,,,
3887,Jogre bones,2023-03-24 0:55,1008.25,4,1,3,1180,951,,
3888,Jogre bones,2023-03-24 1:00,1180,2,2,0,1180,,,
3889,Jogre bones,2023-03-24 1:05,1180,1,1,0,1180,,,
3890,Jogre bones,2023-03-24 1:10,1153,2,0,2,,1153,,
3891,Jogre bones,2023-03-24 1:15,1153,2,0,2,,1153,,
3892,Jogre bones,2023-03-24 1:20,1153,2,0,2,,1153,,
3893,Jogre bones,2023-03-24 1:25,1180,1,1,0,1180,,,
3894,Jogre bones,2023-03-24 1:30,1180,2,2,0,1180,,,
3895,Jogre bones,2023-03-24 1:35,1180,1,1,0,1180,,,
3896,Jogre bones,2023-03-24 1:40,1153,4,0,4,,1153,,
3897,Jogre bones,2023-03-24 1:45,1173.25,4,3,1,1180,1153,,
3898,Jogre bones,2023-03-24 1:50,1180,1,1,0,1180,,,
3899,Jogre bones,2023-03-24 1:55,1180,1,1,0,1180,,,
3900,Jogre bones,2023-03-24 2:00,1175.5,6,5,1,1180,1153,,
3901,Jogre bones,2023-03-24 2:05,1180,3,3,0,1180,,,
3902,Jogre bones,2023-03-24 2:10,1180,1,1,0,1180,,,
3903,Jogre bones,2023-03-24 2:15,1180,2,2,0,1180,,,
3904,Jogre bones,2023-03-24 2:20,1180,1,1,0,1180,,,
3905,Jogre bones,2023-03-24 2:25,1180,1,1,0,1180,,,
3906,Jogre bones,2023-03-24 2:30,951,1,0,1,,951,,
3907,Jogre bones,2023-03-24 2:35,1180,2,2,0,1180,,,
3908,Jogre bones,2023-03-24 2:40,1180,4,4,0,1180,,,
3909,Jogre bones,2023-03-24 2:45,1180,2,2,0,1180,,,
3910,Jogre bones,2023-03-24 2:50,1180,2,2,0,1180,,,
3911,Jogre bones,2023-03-24 2:55,1180,2,2,0,1180,,,
3912,Jogre bones,2023-03-24 3:00,1180,1,1,0,1180,,,
3913,Jogre bones,2023-03-24 3:05,1088.4,5,3,2,1180,951,,
3914,Jogre bones,2023-03-24 3:10,1088.4,5,3,2,1180,951,,
3915,Jogre bones,2023-03-24 3:15,1180,3,3,0,1180,,,
3916,Jogre bones,2023-03-24 3:20,951,17,0,17,,951,,
3917,Jogre bones,2023-03-24 3:25,1180,2,2,0,1180,,,
3918,Jogre bones,2023-03-24 3:30,1180,2,2,0,1180,,,
3919,Jogre bones,2023-03-24 3:35,1180,2,2,0,1180,,,
3920,Jogre bones,2023-03-24 3:40,1180,3,3,0,1180,,,
3921,Jogre bones,2023-03-24 3:45,998,3,3,0,998,,,
